tmk9txt,viability_class,strict,lvpa
191170027,higher_value_development,True,551969.5062872703
191171110,higher_value_development,True,50.30165463792947
191175003,higher_value_development,True,1368541.7635847102
191175035,higher_value_development,True,1203400.8573368394
191175041,,False,1812201.156353901
191181022,durable,True,519160.2577525807
191181035,,False,2185723.104876991
191181037,uncertain,True,238092.1566250271
191182009,durable,True,82208.95135465509
191182011,durable,True,92134.19039152644
191184004,,False,7405.259293707802
192003075,,False,5873284.214938983
192019021,,False,777923.502573101
192019025,,False,3242176.474337103
192019056,,False,3504844.456379487
192019059,,False,1311.8396735296735
192019062,,False,1063267.1253854926
192019064,,False,21940.131059054354
192019068,,False,7094525.937362455
192019073,,False,6444117.285879475
192019095,durable,True,2055.049806192956
192019096,,False,1437.6645457041075
192043007,higher_value_development,True,562.18135476634
192043010,higher_value_development,True,54886.92333470104
192043012,,False,455975.51082210965
192043014,,False,3162665.0776544265
192045007,,False,30315.972862466082
192049003,higher_value_development,True,564874.490571173
192049006,higher_value_development,True,702712.4655422122
192050001,higher_value_development,True,245.07824932874917
192050003,higher_value_development,True,319.3501213732277
193002001,,False,137877.46207035694
194001029,,False,938344.5910557365
194002001,higher_value_development,True,515955.07402427983
194002046,,False,82951.27371854929
194002049,durable,True,30040.10837242048
194002050,durable,True,30777.811376118614
194002052,uncertain,True,56821.6797897412
194002064,uncertain,True,60513.5324371439
194002068,durable,True,9337.17719843448
194002070,higher_value_development,True,539932.9285646577
194002078,higher_value_development,True,363760.2633225008
194002079,durable,True,29957.482536210704
194002084,higher_value_development,True,95098.50882031237
194002085,higher_value_development,True,323175.93585516216
194002086,,False,
194005002,,False,238731.7456420159
194005030,,False,8229615.130180464
194005035,,False,8640912.44754406
194005041,durable,True,1239776.719987915
194006011,,False,7015.157259134619
194006091,higher_value_development,True,59366.13610760853
194006110,,False,
194006169,higher_value_development,True,2256.2783288452574
194006182,,False,
194006212,,False,
194007010,,False,90197.28249125596
194007012,,False,8234105.090607942
194007032,,False,8338411.529868868
194007033,,False,8611512.420982752
194007035,durable,True,2.4387756714421664
194007036,uncertain,True,90660.48566240902
194007047,,False,8263139.550375907
194007048,uncertain,True,88414.38725706484
194007050,,False,4263657.154843022
194007052,durable,True,828796.5586591985
194007054,,False,3801641.835739102
194007055,uncertain,True,90136.17540299136
194007057,uncertain,True,90717.72005589059
194007067,,False,8737993.225238917
194008010,durable,True,305124.9035536555
194008020,,False,1496043.9370443164
194008025,durable,True,305827.8165480218
194010004,,False,39596.563642048706
194010041,durable,True,1533998.28035205
194012008,,False,61225.660935390355
194012009,,False,62580.93330323359
194012011,durable,True,63516.12152106254
194017003,,False,1311481.2921617168
194047005,,False,4447921.313594391
194099073,,False,8347081.049192818
194107100,,False,2435414.1456723935
194115002,durable,True,829104.6113399193
194127015,,False,3383216.5991508868
194138003,,False,8544297.670224546
194146001,,False,4243202.209931929
194146008,,False,4096066.135735892
195001035,uncertain,True,250859.59473141487
195001054,,False,1148431.6897352792
195001055,,False,1158141.973903508
195001068,durable,True,1173827.2198654364
195001074,,False,98.21864365598384
195002023,,False,9156978.71836504
195002033,,False,
195002035,higher_value_development,True,7.736318206927617
195002040,,False,1309864.3457891815
195002046,uncertain,True,3383682.278712737
195002056,,False,101.58279724984044
195002057,durable,True,42311.05773277213
195003004,higher_value_development,True,400345.5727389661
195013028,,False,6357120.907806678
195032032,,False,106270.7532629754
195034089,,False,8322821.923751866
195046012,,False,
195046041,higher_value_development,True,519673.97393200285
195049007,,False,9227666.040557219
195049020,,False,153878.4688928396
195049040,,False,99.79477175675406
195049053,,False,9.723454579742693
195049055,,False,6.961977028281526
195049057,,False,101.69666975624988
195049081,,False,1273.2045571979593
195053002,,False,4383063.811395735
195053004,,False,3521975.9533271235
196001001,,False,75788.53891282341
196001008,,False,54826.74777499067
196003043,,False,5312.3233877468565
196003044,durable,True,580391.4770956892
196003048,,False,753847.9256597869
196004008,,False,347926.90587787406
196004015,,False,578771.2667544365
196004031,uncertain,True,58260.6890646616
196005013,durable,True,42851.45055996437
197001001,,False,1187526.975455206
197009008,,False,645074.3065198445
197010001,,False,1179544.0066595639
197011003,,False,1163210.9436025645
197012002,,False,1028448.638775113
197013001,,False,
197014001,,False,
197015002,,False,
197016001,,False,30433.102551093467
197017002,,False,973897.05530482
197018012,,False,40903.86447615268
197018019,,False,9450.164259050842
197023017,,False,3638236.8986539985
197023020,durable,True,1057546.9167410678
197024006,,False,1248071.3981764617
197024027,,False,8282767.005441386
197024047,uncertain,True,2940808.99512836
197024048,durable,True,350739.2871389116
197024051,,False,3859391.543029024
197025001,,False,192445.44422647372
197025004,,False,507279.21790311555
197025020,durable,True,110806.50325113308
197027001,,False,
197028002,,False,1524.3201390499362
197031021,,False,3884853.998194333
197093016,,False,1108584.666087855
198002040,,False,6.005166364304467
198002056,,False,11678295.016570875
198003010,,False,2292101.493637807
198004003,,False,2452932.702609061
198007008,durable,True,858086.6015874601
198008025,,False,4202225.135121501
198011034,,False,62534.71919860758
198011035,,False,62677.29535863137
198011041,,False,8602216.48966411
198011049,,False,8701479.486717597
198013013,higher_value_development,True,3780686.068845025
198016051,,False,3724497.655333051
198019003,,False,1134085.8835133684
198029002,,False,1570446.79731884
198031017,,False,1526773.352663278
198052002,durable,True,722324.7497405795
