tmk_or_site,type,acres_total,acres_le15,acres_le30,dist_46kv_km,dist_138kv_km,owner,land_value_per_ac,viability_class,low_improvement_flag,notes,source
191015005,urban_parcel,56.5,49.8,56.5,0.0,0.0,MAKAIWA HILLS LLC,531.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191015017,urban_parcel,96.5,92.9,96.3,0.0,0.0,MAKAIWA HILLS LLC,880.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191015026,urban_parcel,46.7,46.4,46.6,0.0,0.0,KAPOLEI COMMONS,3617995.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191015027,urban_parcel,11.5,11.5,11.5,0.02,0.02,OAHU PUBLICATIONS INC,2057703.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191015031,urban_parcel,11.3,7.7,11.2,0.02,0.02,LAULIMA GATEWAY CENTER,3775464.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191015083,urban_parcel,377.6,357.8,375.3,0.0,0.03,WT LAULIMA HOLDINGS LLC,209145.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191015086,urban_parcel,17.3,15.6,17.4,0.0,0.0,LAULIMA LA-3,2944814.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191015088,urban_parcel,17.6,15.9,17.6,0.0,0.0,NORTHCOM 95 LLC,2315143.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016008,urban_parcel,31.4,23.4,30.1,0.68,0.68,S OF H DLNR LAND DIV,1372.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016040,urban_parcel,10.8,10.7,10.7,0.73,0.73,STATE OF HAWAII,1481852.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016056,urban_parcel,12.0,12.0,12.0,0.73,0.73,CITY AND COUNTY OF HONOLULU,190395.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016074,urban_parcel,45.1,44.9,45.0,0.07,0.07,S OF H DLNR LAND DIV,1427895.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016082,urban_parcel,20.0,20.0,20.0,0.3,0.3,DEPARTMENT OF EDUCATION,1435082.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016090,urban_parcel,31.0,14.4,27.0,0.02,0.02,HAWAII HOUSING FINANCE AND DEV. CORP.,34800.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016126,urban_parcel,50.2,49.8,50.2,0.18,0.18,HAWAII HOUSING FINANCE AND DEV. CORP.,6870.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016142,urban_parcel,67.2,66.1,67.3,0.0,0.0,KMA CENTER,3175520.0,,False,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016179,urban_parcel,156.4,152.7,156.0,0.05,0.05,UNIVERSITY OF HAWAII,71695.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016220,urban_parcel,192.6,189.1,191.5,0.04,0.04,UNIVERSITY OF HAWAII,1116076.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016222,urban_parcel,86.0,84.9,85.9,0.04,0.04,UNIVERSITY OF HAWAII,1250531.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016223,urban_parcel,55.3,55.2,55.2,0.04,0.04,UNIVERSITY OF HAWAII,1328359.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016224,urban_parcel,21.7,20.4,21.5,1.53,1.63,WAL-MART STORES INC,1794965.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016227,urban_parcel,191.0,180.9,191.0,0.44,0.44,DAITO US INC,79597.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191016230,urban_parcel,26.6,26.6,26.6,1.55,1.55,NORTHWEST CORNER OF VILLAGES OF KAPOLEI,3206760.0,uncertain,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017094,urban_parcel,20.6,17.8,20.5,0.03,0.03,STATE OF HAWAII,60762.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017096,urban_parcel,48.7,39.9,47.8,0.0,0.0,STATE OF HAWAII,90994.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017097,urban_parcel,36.3,36.3,36.3,0.02,0.02,STATE OF HAWAII,61058.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017105,military_note,15.0,14.9,14.9,0.07,0.07,"SALVATION ARMY,THE",1470097.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017108,urban_parcel,11.9,11.3,11.8,0.65,0.65,STATE OF HAWAII,61034.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017109,urban_parcel,19.7,19.8,19.8,0.91,0.91,KEAHUMOA PLACE,8530427.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017138,urban_parcel,13.5,13.4,13.4,0.37,0.37,"SANTEE,GREGORY B",8120180.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017154,urban_parcel,13.6,13.7,13.7,0.08,0.08,S OF H DLNR,59.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017158,urban_parcel,30.1,30.1,30.1,0.08,0.08,STATE OF HAWAII,61035.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017159,urban_parcel,32.7,32.7,32.7,0.58,0.58,STATE OF HAWAII,61033.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017160,urban_parcel,17.8,17.7,17.7,0.25,0.25,STATE OF HAWAII,157524.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017161,urban_parcel,200.3,200.1,200.4,0.07,0.07,HAWAIIAN HOME LANDS,61022.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017165,urban_parcel,11.3,11.2,11.2,0.07,0.07,NANA HOPE STREET (HAWAII) OWNER LLC,1939805.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017167,urban_parcel,13.5,13.7,13.7,0.07,0.07,CITY AND COUNTY OF HONOLULU,1477.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017175,urban_parcel,15.1,15.1,15.1,0.55,0.55,D R HORTON - SCHULER HOMES LLC,1467.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017196,urban_parcel,121.5,113.3,119.0,0.03,0.03,D R HORTON - SCHULER HOMES LLC,7442.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017200,urban_parcel,52.0,40.0,50.8,1.39,1.39,D R HORTON - SCHULER HOMES LLC,567178.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017204,urban_parcel,15.2,14.9,15.1,0.79,0.79,D R HORTON - SCHULER HOMES LLC,117785.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017207,urban_parcel,127.8,76.1,106.2,0.59,0.59,D R HORTON - SCHULER HOMES LLC,7324.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017208,urban_parcel,11.9,11.8,11.8,0.92,0.92,D R HORTON HAWAII LLC,6222524.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017213,urban_parcel,148.8,141.2,147.0,0.56,0.56,D R HORTON HAWAII LLC,333499.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017233,urban_parcel,21.5,21.5,21.5,0.02,0.02,,1628031.0,higher_value_development,True,no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191017234,urban_parcel,77.4,72.0,76.7,0.02,0.02,D R HORTON - SCHULER HOMES LLC,577310.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018008,urban_parcel,40.5,39.6,40.4,0.33,0.33,S OF H DLNR LAND DIV,1272.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018009,urban_parcel,20.1,20.1,20.1,0.7,0.7,D R HORTON HAWAII LLC,1021.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018014,urban_parcel,59.1,59.1,59.1,0.0,0.0,S OF H DLNR LAND DIV,1277.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018022,urban_parcel,10.9,10.9,10.9,0.0,0.0,"AVILES,ANIBAL V JR",8719020.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018026,urban_parcel,47.2,45.9,47.1,0.01,0.01,D R HORTON HAWAII LLC,115860.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018028,urban_parcel,15.1,15.0,15.0,0.01,0.01,"HUDSON,DINA",2684839.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018046,urban_parcel,16.0,14.9,15.7,0.14,0.14,COSTCO WHOLESALE CORPORATION,1528913.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018049,urban_parcel,19.9,19.9,19.9,0.12,0.17,COSTCO WHOLESALE CORPORATION,1572818.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018053,urban_parcel,86.2,68.2,82.7,0.0,0.0,D R HORTON HAWAII LLC,1050.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018054,urban_parcel,151.8,150.0,151.8,0.12,0.12,D R HORTON HAWAII LLC,987.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191018055,urban_parcel,12.8,12.8,12.8,0.3,0.3,D R HORTON HAWAII LLC,1428498.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191026004,urban_parcel,18.0,17.7,17.9,0.22,0.22,CITY AND COUNTY OF HONOLULU,1464402.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191026028,urban_parcel,28.6,28.6,28.6,0.0,0.0,HAWAII MMGD 2 LLC,1011433.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191026030,urban_parcel,24.3,23.9,24.3,0.0,0.0,CITY AND COUNTY OF HONOLULU,1082801.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191026058,urban_parcel,14.3,14.4,14.4,0.26,0.26,COPART INC,1416389.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191031001,urban_parcel,110.0,110.2,110.2,0.27,0.28,STATE OF HAWAII (DOA),45778.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191031003,urban_parcel,116.5,116.5,116.6,0.0,0.0,PAR HAWAII REFINING LLC,619946.0,,False,owner suggests refinery; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191031023,urban_parcel,14.9,14.8,14.8,0.0,0.0,HAWAIIAN ELECTRIC CO INC,1645283.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191031024,urban_parcel,20.9,20.9,20.9,0.0,0.0,ILPT KK 141 LLC,1547190.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191031028,urban_parcel,20.0,20.0,20.0,0.65,0.65,CITY AND COUNTY OF HONOLULU,1591589.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191031047,urban_parcel,10.0,10.0,10.0,0.89,0.89,HAWAII COMM DEV AUTHORITY,1838790.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191031050,urban_parcel,12.4,12.4,12.4,0.3,0.3,DLJ HAWAII LLC,1700014.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191032001,urban_parcel,51.4,51.2,51.4,0.16,0.16,ILPT KK 399 LLC,828327.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191032080,urban_parcel,11.1,11.1,11.1,0.0,0.0,BALL METAL BEV CONTAINER,1735059.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191032084,urban_parcel,12.4,12.4,12.4,0.0,0.0,PAR HAWAII REFINING LLC,1043793.0,,False,owner suggests refinery; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191032092,urban_parcel,31.3,31.3,31.3,0.0,0.0,ABP KOMOHANA LLC,1054947.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191032113,urban_parcel,10.6,10.6,10.6,0.0,0.0,HAWAII MMGD LLC,9.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191043159,urban_parcel,12.1,12.4,12.4,1.6,1.6,CITY AND COUNTY OF HONOLULU,8.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191050091,urban_parcel,15.2,15.1,15.1,2.1,2.1,"MALAQUI,ERMA J",7236488.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191051099,urban_parcel,11.8,11.8,11.8,1.83,1.83,PALM COURT,6715560.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056001,urban_parcel,11.9,11.8,12.0,0.66,0.66,KO OLINA DEVELOPMENT LLC,1356.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056002,urban_parcel,10.9,10.9,10.9,0.81,0.81,KAI LANI,2969484.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056003,urban_parcel,36.7,33.5,36.8,0.53,0.53,KO OLINA GC LLC,94914.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056004,urban_parcel,29.5,29.5,29.5,1.01,1.01,SMITH FAMILY TR,2945280.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056005,urban_parcel,33.5,33.5,33.5,0.6,0.6,KO OLINA KAI GOLF ESTATES & VILLAS,4948252.0,,False,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056008,urban_parcel,54.0,53.5,54.0,0.32,0.62,KO OLINA GC LLC,96105.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056009,urban_parcel,19.2,19.3,19.3,0.19,0.93,KO OLINA GOLF CONDO LLC,2982515.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056011,urban_parcel,11.1,10.5,11.1,0.39,0.46,KO OLINA DEVELOPMENT LLC,9.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056013,urban_parcel,11.5,9.7,11.5,0.48,0.51,KO OLINA HILLSIDE VILLAS,2885894.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056014,urban_parcel,19.2,19.0,19.0,0.33,0.65,"ELIAS,MICHAEL J",2822440.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056015,urban_parcel,37.5,34.1,37.5,0.04,0.72,KO OLINA GC LLC,94138.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056020,urban_parcel,17.3,15.0,17.2,0.0,0.95,KO OLINA GC LLC,95380.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056022,urban_parcel,14.4,14.5,14.5,0.19,1.14,KO OLINA GOLF CONDO LLC,3104956.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191056023,urban_parcel,15.5,14.4,15.3,0.19,1.16,KO OLINA GC LLC,95322.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057001,urban_parcel,10.7,9.8,10.6,1.17,1.44,THE IHILANI AT KO OLINA,223258.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057006,urban_parcel,14.7,14.0,14.7,0.73,1.24,NEWAGE KO OLINA I LLC,6938705.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057007,urban_parcel,10.3,9.9,10.2,0.66,1.27,NEWAGE KO OLINA I LLC,6992791.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057013,urban_parcel,10.9,10.7,11.0,0.43,1.46,MARRIOTT OWNERSHIP RESORTS,6993063.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057019,urban_parcel,44.0,44.1,44.1,0.25,1.17,KO OLINA MARINA,1470503.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057027,urban_parcel,10.8,10.9,10.9,1.07,1.07,CAMPBELL HAWAII INVESTOR LLC,856235.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057029,urban_parcel,10.8,10.6,10.7,1.32,1.34,JAMES CAMPBELL COMPANY LLC,162486.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057034,urban_parcel,11.7,10.3,11.6,0.91,1.26,ABC INC,15504371.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057038,urban_parcel,14.4,14.6,14.6,0.15,1.14,KO OLINA DEVELOPMENT LLC,7.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191057050,urban_parcel,12.0,12.0,12.0,0.32,1.35,KO OLINA COMMERCIAL LLC,2473666.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191061002,urban_parcel,31.0,26.5,31.1,1.95,1.95,CORAL CREEK GOLF INC,84002.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191069003,urban_parcel,20.9,19.7,20.4,1.06,1.06,CITY AND COUNTY OF HONOLULU,579810.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191069010,urban_parcel,57.4,51.5,56.6,1.17,1.17,CORAL CREEK GOLF INC,83757.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191069011,urban_parcel,102.0,88.4,100.7,1.53,1.53,CORAL CREEK GOLF INC,62525.0,,False,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191069027,urban_parcel,18.7,18.8,18.8,2.2,2.2,S OF H DLNR,936338.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191069044,urban_parcel,29.2,29.3,29.3,1.07,1.07,FERGUSON ENTERPRISES LLC,1652111.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191069045,urban_parcel,11.7,11.8,11.8,1.38,1.38,EWA BEACH PROPERTIES LLC,2606618.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191073047,urban_parcel,10.8,10.9,10.9,2.1,2.1,,,,False,no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191075022,urban_parcel,11.7,11.6,11.6,0.07,0.07,KAPOLEI TRADE CENTER,3433743.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191075036,urban_parcel,12.2,12.3,12.3,0.0,0.0,CITY AND COUNTY OF HONOLULU,8.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191075050,urban_parcel,24.4,24.2,24.5,0.04,0.04,MALAKOLE INDUSTRIAL PARK CONDOMINIUM,2909707.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191106020,urban_parcel,18.7,17.3,18.6,1.06,1.18,JAMES CAMPBELL COMPANY LLC,1695956.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191115013,urban_parcel,10.3,10.1,10.3,3.75,3.75,CITY AND COUNTY OF HONOLULU,1920816.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191118001,urban_parcel,10.1,10.1,10.1,0.25,0.54,CAMPBELL HAWAII INVESTOR LLC,1838257.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191118018,urban_parcel,11.5,11.5,11.5,0.02,0.23,HOME DEPOT U.S.A. INC,1933800.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191126010,urban_parcel,26.1,26.0,26.1,0.92,0.92,CITY AND COUNTY OF HONOLULU,1267939.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191126015,urban_parcel,10.3,6.6,10.3,0.89,0.89,CITY AND COUNTY OF HONOLULU,1250993.0,,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191126016,urban_parcel,12.2,12.3,12.3,1.45,1.45,CITY AND COUNTY OF HONOLULU,1290734.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191126020,urban_parcel,14.8,14.7,14.7,1.64,1.64,,,,False,no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
