tmk,parcel_acres,slope_0_5,slope_5_10,slope_10_15,slope_15_20,slope_20_25,slope_25_30,slope_gt30
189010039,0.181,0.0,0.049,0.099,0.025,0.0,0.0,0.0
189010040,0.182,0.074,0.074,0.049,0.0,0.0,0.0,0.0
189010041,0.174,0.049,0.099,0.025,0.0,0.0,0.0,0.0
189010047,0.179,0.148,0.049,0.0,0.0,0.0,0.0,0.0
189010048,0.171,0.124,0.049,0.0,0.0,0.0,0.0,0.0
189010049,0.172,0.074,0.124,0.0,0.0,0.0,0.0,0.0
189010050,0.203,0.074,0.124,0.0,0.0,0.0,0.0,0.0
189010051,0.198,0.0,0.148,0.049,0.0,0.0,0.0,0.0
189010052,0.21,0.025,0.198,0.0,0.0,0.0,0.0,0.0
189010053,0.203,0.049,0.148,0.0,0.0,0.0,0.0,0.0
189010054,0.188,0.025,0.099,0.025,0.0,0.0,0.0,0.0
189010055,0.213,0.124,0.099,0.0,0.0,0.0,0.0,0.0
189010056,0.173,0.025,0.148,0.0,0.0,0.0,0.0,0.0
189011038,0.192,0.0,0.0,0.0,0.025,0.0,0.049,0.124
189011039,0.181,0.0,0.025,0.0,0.025,0.049,0.025,0.025
189011042,0.187,0.049,0.148,0.0,0.0,0.0,0.0,0.0
189011043,0.234,0.0,0.049,0.049,0.049,0.0,0.025,0.099
189011044,0.256,0.025,0.025,0.0,0.0,0.025,0.0,0.198
189011045,0.19,0.074,0.0,0.025,0.025,0.0,0.025,0.025
189013022,0.323,0.0,0.0,0.0,0.099,0.099,0.099,0.0
189013023,0.372,0.0,0.0,0.025,0.222,0.099,0.025,0.0
189013072,7.244,1.409,4.374,1.483,0.074,0.0,0.0,0.0
189014006,0.242,0.0,0.074,0.025,0.074,0.049,0.025,0.0
189014007,0.242,0.0,0.0,0.099,0.025,0.074,0.049,0.0
189014008,0.244,0.0,0.025,0.049,0.049,0.074,0.049,0.0
189014009,0.244,0.0,0.049,0.025,0.049,0.0,0.049,0.049
189014010,0.245,0.0,0.0,0.049,0.099,0.025,0.074,0.025
189014011,0.242,0.0,0.0,0.049,0.049,0.099,0.025,0.0
189014012,0.241,0.0,0.049,0.049,0.074,0.074,0.025,0.0
189014013,0.241,0.0,0.049,0.025,0.049,0.099,0.0,0.0
189014014,0.242,0.0,0.049,0.025,0.049,0.099,0.025,0.0
189014015,0.261,0.0,0.025,0.074,0.124,0.049,0.0,0.0
189014016,0.286,0.0,0.0,0.222,0.049,0.0,0.0,0.0
189014017,0.325,0.0,0.025,0.247,0.049,0.0,0.0,0.0
189014018,0.356,0.0,0.0,0.173,0.173,0.0,0.0,0.0
189014019,0.209,0.0,0.025,0.074,0.099,0.0,0.0,0.0
189014020,0.204,0.0,0.025,0.124,0.049,0.0,0.0,0.0
189014021,0.172,0.0,0.074,0.049,0.0,0.0,0.0,0.0
189014022,0.187,0.025,0.124,0.025,0.0,0.0,0.0,0.0
189014023,0.195,0.0,0.099,0.074,0.0,0.0,0.0,0.0
189014024,0.189,0.0,0.074,0.099,0.0,0.0,0.0,0.0
189014025,0.188,0.0,0.0,0.099,0.049,0.0,0.0,0.0
189014026,0.189,0.0,0.049,0.148,0.0,0.0,0.0,0.0
189014032,0.188,0.0,0.198,0.049,0.0,0.0,0.0,0.0
189014033,0.185,0.0,0.198,0.0,0.0,0.0,0.0,0.0
189014034,1.501,0.0,0.0,0.124,1.038,0.321,0.0,0.0
189015018,0.177,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189015019,0.161,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189015020,0.182,0.074,0.124,0.0,0.0,0.0,0.0,0.0
189015021,0.215,0.049,0.099,0.0,0.0,0.0,0.0,0.0
189015039,1.415,1.186,0.198,0.0,0.0,0.0,0.0,0.0
189016001,0.197,0.173,0.025,0.0,0.0,0.0,0.0,0.0
189016002,0.201,0.222,0.0,0.0,0.0,0.0,0.0,0.0
189016003,0.198,0.198,0.0,0.0,0.0,0.0,0.0,0.0
189016004,0.196,0.198,0.0,0.0,0.0,0.0,0.0,0.0
189016005,0.194,0.198,0.0,0.0,0.0,0.0,0.0,0.0
189016006,0.192,0.198,0.0,0.0,0.0,0.0,0.0,0.0
189016007,0.189,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016008,0.187,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016009,0.185,0.198,0.0,0.0,0.0,0.0,0.0,0.0
189016010,0.183,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016011,0.181,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016012,0.18,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016013,0.178,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016014,0.179,0.198,0.0,0.0,0.0,0.0,0.0,0.0
189016015,0.193,0.124,0.0,0.049,0.0,0.0,0.0,0.0
189016016,0.198,0.099,0.074,0.0,0.0,0.0,0.0,0.0
189016017,0.172,0.049,0.124,0.0,0.0,0.0,0.0,0.0
189016018,0.173,0.049,0.124,0.0,0.0,0.0,0.0,0.0
189016019,0.172,0.074,0.099,0.0,0.0,0.0,0.0,0.0
189016020,0.172,0.074,0.099,0.0,0.0,0.0,0.0,0.0
189016021,0.172,0.049,0.099,0.025,0.0,0.0,0.0,0.0
189016022,0.172,0.074,0.074,0.049,0.0,0.0,0.0,0.0
189016023,0.172,0.049,0.099,0.025,0.0,0.0,0.0,0.0
189016024,0.172,0.025,0.099,0.025,0.0,0.0,0.0,0.0
189016025,0.172,0.074,0.099,0.0,0.0,0.0,0.0,0.0
189016026,0.172,0.124,0.074,0.0,0.0,0.0,0.0,0.0
189016027,0.174,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016028,0.173,0.148,0.0,0.0,0.0,0.0,0.0,0.0
189016029,0.172,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016030,0.172,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016031,0.172,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016032,0.172,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016033,0.172,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016034,0.172,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016035,0.172,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016036,0.181,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016037,0.186,0.198,0.0,0.0,0.0,0.0,0.0,0.0
189016038,0.225,0.173,0.025,0.0,0.0,0.0,0.0,0.0
189016039,0.223,0.124,0.074,0.0,0.0,0.0,0.0,0.0
189016040,0.197,0.148,0.049,0.0,0.0,0.0,0.0,0.0
189016041,0.195,0.074,0.074,0.025,0.0,0.0,0.0,0.0
189016042,0.172,0.148,0.025,0.0,0.0,0.0,0.0,0.0
189016043,0.172,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016044,0.172,0.148,0.0,0.0,0.025,0.0,0.0,0.0
189016045,0.172,0.074,0.049,0.025,0.0,0.025,0.0,0.0
189016046,0.172,0.049,0.025,0.074,0.025,0.025,0.0,0.0
189016047,0.172,0.025,0.025,0.074,0.025,0.0,0.025,0.0
189016048,0.175,0.025,0.049,0.049,0.025,0.025,0.0,0.0
189016049,0.264,0.198,0.074,0.0,0.0,0.0,0.0,0.0
189016050,0.223,0.148,0.099,0.0,0.0,0.0,0.0,0.0
189016051,0.263,0.247,0.025,0.0,0.0,0.0,0.0,0.0
189016052,0.209,0.222,0.0,0.0,0.0,0.0,0.0,0.0
189016053,0.25,0.247,0.0,0.0,0.0,0.0,0.0,0.0
189016054,0.249,0.222,0.0,0.0,0.0,0.0,0.0,0.0
189016055,0.179,0.198,0.0,0.0,0.0,0.0,0.0,0.0
189016056,0.179,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016057,0.248,0.173,0.074,0.0,0.0,0.0,0.0,0.0
189016058,0.243,0.049,0.173,0.025,0.0,0.0,0.0,0.0
189016059,0.173,0.049,0.124,0.0,0.0,0.0,0.0,0.0
189016060,0.173,0.025,0.099,0.049,0.0,0.0,0.0,0.0
189016061,0.172,0.074,0.099,0.0,0.0,0.0,0.0,0.0
189016062,0.232,0.198,0.049,0.0,0.0,0.0,0.0,0.0
189016063,0.175,0.173,0.0,0.0,0.0,0.0,0.0,0.0
189016064,0.24,0.074,0.148,0.025,0.0,0.0,0.0,0.0
189016065,0.179,0.049,0.124,0.0,0.0,0.0,0.0,0.0
189016066,0.181,0.0,0.049,0.049,0.049,0.025,0.0,0.0
189016067,0.179,0.0,0.148,0.0,0.025,0.0,0.0,0.0
189016068,0.18,0.099,0.099,0.0,0.0,0.0,0.0,0.0
189016069,0.211,0.049,0.124,0.0,0.0,0.0,0.0,0.0
189016070,0.2,0.074,0.148,0.0,0.0,0.0,0.0,0.0
189016071,0.364,0.124,0.049,0.049,0.074,0.049,0.0,0.0
189016072,0.206,0.074,0.124,0.0,0.0,0.0,0.0,0.0
189016073,0.343,0.049,0.049,0.049,0.025,0.099,0.074,0.0
189016074,0.352,0.0,0.049,0.099,0.0,0.173,0.025,0.0
189016075,0.23,0.0,0.148,0.074,0.025,0.0,0.0,0.0
189016076,0.229,0.025,0.074,0.099,0.025,0.0,0.0,0.0
189016077,0.352,0.0,0.074,0.074,0.025,0.173,0.025,0.0
189016078,0.316,0.099,0.173,0.025,0.025,0.0,0.0,0.0
189016079,0.206,0.049,0.124,0.025,0.0,0.0,0.0,0.0
189016080,0.192,0.124,0.049,0.0,0.0,0.0,0.0,0.0
189016081,0.207,0.074,0.124,0.025,0.0,0.0,0.0,0.0
189016082,0.184,0.025,0.099,0.049,0.0,0.0,0.0,0.0
189016083,0.318,0.099,0.025,0.049,0.049,0.124,0.0,0.0
189016084,0.269,0.0,0.074,0.049,0.049,0.0,0.099,0.0
189016085,0.172,0.049,0.148,0.0,0.0,0.0,0.0,0.0
189016086,0.172,0.025,0.049,0.049,0.025,0.0,0.0,0.0
189016087,0.172,0.025,0.025,0.025,0.074,0.025,0.0,0.0
189016088,0.172,0.025,0.025,0.025,0.0,0.049,0.049,0.025
189016089,0.172,0.0,0.025,0.025,0.0,0.049,0.0,0.074
189016090,0.172,0.0,0.025,0.025,0.049,0.025,0.049,0.0
189016091,0.172,0.0,0.025,0.025,0.025,0.074,0.0,0.025
189016092,0.172,0.0,0.0,0.0,0.025,0.025,0.049,0.074
189016093,0.172,0.0,0.0,0.0,0.0,0.049,0.074,0.049
189016094,0.172,0.0,0.0,0.0,0.0,0.0,0.025,0.148
189016095,0.172,0.0,0.0,0.0,0.0,0.0,0.025,0.148
189016096,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.198
189016097,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.148
189016098,0.264,0.074,0.074,0.0,0.049,0.049,0.0,0.0
189016099,0.238,0.025,0.124,0.025,0.025,0.025,0.0,0.0
189016100,0.235,0.074,0.074,0.025,0.049,0.0,0.0,0.0
189016101,0.232,0.099,0.074,0.049,0.025,0.0,0.0,0.0
189016102,0.23,0.124,0.049,0.049,0.0,0.0,0.0,0.0
189016103,0.227,0.198,0.049,0.0,0.0,0.0,0.0,0.0
189016104,0.225,0.148,0.049,0.0,0.0,0.0,0.0,0.0
189016105,0.223,0.173,0.049,0.0,0.0,0.0,0.0,0.0
189016106,0.22,0.198,0.049,0.0,0.0,0.0,0.0,0.0
189016107,0.217,0.173,0.025,0.0,0.0,0.0,0.0,0.0
189016108,0.214,0.173,0.049,0.0,0.0,0.0,0.0,0.0
189016109,0.212,0.148,0.049,0.0,0.0,0.0,0.0,0.0
189016110,0.186,0.148,0.049,0.0,0.0,0.0,0.0,0.0
189016111,4.59,2.446,1.977,0.148,0.0,0.0,0.0,0.0
189017001,0.183,0.049,0.049,0.049,0.049,0.0,0.0,0.0
189017002,0.175,0.049,0.025,0.049,0.025,0.0,0.0,0.0
189017003,0.172,0.025,0.025,0.049,0.025,0.025,0.0,0.0
189017004,0.172,0.025,0.049,0.049,0.025,0.025,0.0,0.0
189017005,0.173,0.049,0.025,0.074,0.025,0.0,0.0,0.0
189017006,0.171,0.049,0.049,0.049,0.025,0.0,0.0,0.0
189017007,0.173,0.049,0.074,0.074,0.0,0.0,0.0,0.0
189017008,0.172,0.025,0.074,0.049,0.0,0.0,0.0,0.0
189017009,0.172,0.074,0.049,0.049,0.0,0.0,0.0,0.0
189017010,0.183,0.099,0.049,0.025,0.025,0.0,0.0,0.0
189017011,0.173,0.049,0.074,0.025,0.0,0.0,0.0,0.0
189017012,0.172,0.025,0.074,0.049,0.025,0.0,0.0,0.0
189017013,0.172,0.049,0.025,0.049,0.074,0.0,0.0,0.0
189017014,0.172,0.049,0.025,0.049,0.025,0.0,0.0,0.0
189017015,0.172,0.025,0.074,0.049,0.025,0.0,0.0,0.0
189017016,0.172,0.099,0.049,0.025,0.0,0.0,0.0,0.0
189017017,0.171,0.148,0.049,0.0,0.0,0.0,0.0,0.0
189017018,0.173,0.099,0.074,0.0,0.0,0.0,0.0,0.0
189017019,0.173,0.148,0.0,0.0,0.0,0.0,0.0,0.0
189017020,0.173,0.074,0.099,0.0,0.0,0.0,0.0,0.0
189017021,0.181,0.0,0.049,0.074,0.049,0.0,0.0,0.0
189017022,0.18,0.099,0.0,0.025,0.025,0.0,0.0,0.0
189017023,0.179,0.099,0.025,0.025,0.0,0.025,0.0,0.0
189017024,0.178,0.074,0.099,0.0,0.025,0.0,0.0,0.0
189017025,0.179,0.099,0.025,0.025,0.0,0.025,0.0,0.0
189017026,0.179,0.099,0.049,0.0,0.025,0.0,0.0,0.0
189017027,0.179,0.074,0.025,0.025,0.025,0.025,0.0,0.0
189017028,0.178,0.074,0.074,0.025,0.025,0.0,0.0,0.0
189017029,0.179,0.074,0.049,0.0,0.025,0.025,0.0,0.0
189017030,0.178,0.074,0.074,0.025,0.0,0.0,0.0,0.0
189017031,0.179,0.049,0.074,0.0,0.049,0.0,0.0,0.0
189017032,0.193,0.074,0.074,0.025,0.0,0.025,0.0,0.0
189017033,0.178,0.074,0.049,0.025,0.025,0.0,0.0,0.0
189017034,0.179,0.099,0.025,0.025,0.049,0.0,0.0,0.0
189017035,0.179,0.049,0.049,0.025,0.049,0.0,0.0,0.0
189017036,0.179,0.099,0.025,0.025,0.0,0.025,0.0,0.0
189017037,0.18,0.074,0.049,0.0,0.049,0.0,0.0,0.0
189017038,0.177,0.074,0.049,0.025,0.025,0.025,0.0,0.0
189017039,0.179,0.049,0.074,0.0,0.049,0.0,0.0,0.0
189017040,0.178,0.074,0.049,0.049,0.0,0.0,0.0,0.0
189017041,0.194,0.025,0.025,0.049,0.074,0.0,0.0,0.0
189017042,0.176,0.0,0.074,0.074,0.025,0.0,0.0,0.0
189017043,0.175,0.025,0.025,0.049,0.049,0.025,0.0,0.0
189017044,0.175,0.049,0.025,0.0,0.049,0.049,0.0,0.0
189017045,0.175,0.0,0.049,0.025,0.049,0.049,0.0,0.0
189017046,0.176,0.0,0.025,0.049,0.074,0.025,0.0,0.0
189017047,0.228,0.0,0.0,0.025,0.025,0.148,0.049,0.0
189017048,0.217,0.0,0.049,0.025,0.025,0.025,0.025,0.074
189017049,0.216,0.049,0.025,0.0,0.0,0.049,0.0,0.099
189017050,0.217,0.0,0.049,0.025,0.025,0.025,0.049,0.049
189017051,0.218,0.0,0.074,0.025,0.025,0.025,0.025,0.049
189017052,0.216,0.025,0.124,0.0,0.049,0.0,0.0,0.025
189017053,0.216,0.0,0.148,0.049,0.0,0.0,0.0,0.0
189017054,0.214,0.025,0.198,0.0,0.0,0.0,0.0,0.0
189017055,0.178,0.0,0.148,0.0,0.0,0.0,0.0,0.0
189017056,0.224,0.099,0.148,0.0,0.0,0.0,0.0,0.0
189017057,0.193,0.025,0.148,0.0,0.0,0.0,0.0,0.0
191002164,0.245,0.272,0.0,0.0,0.0,0.0,0.0,0.0
191002285,0.167,0.148,0.0,0.0,0.0,0.0,0.0,0.0
191002286,0.187,0.247,0.0,0.0,0.0,0.0,0.0,0.0
191010001,640.512,559.051,47.494,14.876,10.082,6.351,2.002,0.272
191010002,30.906,13.665,5.412,4.349,2.792,3.41,1.211,0.0
191010004,11.269,9.687,1.137,0.198,0.124,0.025,0.049,0.049
191010011,11.577,11.07,0.173,0.099,0.198,0.049,0.0,0.0
191010012,1.202,1.26,0.049,0.0,0.0,0.0,0.0,0.0
191010013,20.61,7.759,4.819,4.275,2.175,0.939,0.593,0.074
191010014,124.545,99.583,15.568,4.275,1.409,1.087,0.642,1.903
191010015,385.323,367.347,15.172,2.669,0.198,0.0,0.0,0.0
191010092,2.25,2.076,0.049,0.099,0.025,0.0,0.0,0.0
191010121,270.173,170.898,84.98,13.344,0.568,0.395,0.049,0.0
191010122,426.351,410.936,12.553,2.595,0.42,0.124,0.0,0.0
191010123,101.632,100.868,0.544,0.0,0.0,0.0,0.0,0.0
191013007,48.673,43.935,3.558,0.964,0.074,0.124,0.0,0.0
191014002,4.138,4.053,0.074,0.0,0.0,0.0,0.0,0.0
191014035,12.854,7.685,2.298,2.15,0.667,0.0,0.0,0.0
191014045,9.754,4.695,2.273,2.372,0.395,0.0,0.0,0.0
191014046,6.503,5.98,0.42,0.0,0.0,0.0,0.0,0.0
191014047,3.808,3.336,0.519,0.0,0.0,0.0,0.0,0.0
191014049,227.595,206.605,18.162,2.397,0.371,0.173,0.0,0.0
191014050,9.998,9.39,0.346,0.0,0.0,0.0,0.0,0.0
191014051,5.001,4.596,0.321,0.0,0.0,0.0,0.0,0.0
191014052,5.001,5.263,0.074,0.0,0.0,0.0,0.0,0.0
191014089,4.484,4.349,0.049,0.0,0.0,0.0,0.0,0.0
191014092,6.197,4.25,1.359,0.148,0.099,0.049,0.0,0.0
191014095,258.106,152.291,51.324,26.465,17.693,7.388,2.768,0.84
191015002,14.29,11.392,2.595,0.346,0.0,0.0,0.0,0.0
191015005,56.734,5.313,23.599,21.078,5.782,0.939,0.0,0.0
191015011,7.702,2.743,1.112,0.914,1.013,0.865,0.297,0.766
191015016,3.742,3.509,0.222,0.0,0.0,0.0,0.0,0.0
191015017,96.666,56.711,27.033,9.266,2.619,0.568,0.297,0.124
191015031,11.299,4.077,1.878,1.73,1.754,1.161,0.618,0.049
191015035,6.137,1.038,2.99,1.211,0.766,0.198,0.0,0.0
191015083,377.873,278.488,59.701,19.793,10.008,4.646,2.891,2.348
191015088,17.644,10.749,3.089,2.051,0.791,0.791,0.198,0.0
191015089,1.423,0.148,0.222,0.47,0.321,0.148,0.124,0.0
191016004,54.305,10.947,15.716,10.255,7.191,5.14,3.534,1.705
191016007,7.799,0.42,1.285,1.557,1.581,1.285,0.766,0.939
191016008,31.548,7.29,11.095,5.09,2.941,1.977,1.878,1.31
191016010,2.495,0.148,0.222,1.137,0.667,0.173,0.049,0.074
191016027,12.541,12.182,0.42,0.0,0.0,0.0,0.0,0.0
191016031,6.36,5.387,0.865,0.148,0.0,0.0,0.0,0.0
191016130,0.217,0.222,0.0,0.0,0.0,0.0,0.0,0.0
191016142,67.197,59.058,4.769,2.298,0.815,0.321,0.0,0.0
191016179,156.354,133.882,13.097,5.733,2.619,0.593,0.099,0.0
191016183,1.574,1.384,0.173,0.0,0.0,0.0,0.0,0.0
191016220,192.59,164.696,20.312,4.102,1.161,0.914,0.346,1.112
191016221,6.588,5.98,0.642,0.0,0.0,0.0,0.0,0.0
191016223,55.299,52.782,2.1,0.346,0.0,0.0,0.0,0.0
191016229,4.563,4.547,0.0,0.0,0.0,0.0,0.0,0.0
191016230,26.659,24.34,2.1,0.148,0.0,0.0,0.0,0.0
191017043,0.811,0.099,0.247,0.297,0.124,0.074,0.0,0.0
191017070,0.643,0.618,0.0,0.0,0.0,0.0,0.0,0.0
191017096,72.537,52.535,5.016,4.571,4.127,2.99,2.545,0.815
191017097,36.342,33.705,2.545,0.074,0.0,0.0,0.0,0.0
191017098,4.046,1.557,1.186,1.063,0.247,0.0,0.0,0.0
191017099,0.353,0.198,0.173,0.0,0.0,0.0,0.0,0.0
191017196,121.567,81.125,25.056,7.117,2.99,1.656,1.038,2.348
191017200,51.964,22.808,11.367,5.832,4.646,3.805,2.372,1.038
191017207,127.814,40.525,20.189,15.395,11.614,9.415,9.044,22.091
191018006,8.707,7.734,0.741,0.222,0.0,0.0,0.0,0.0
191018007,3.448,0.815,0.618,0.618,0.445,0.346,0.099,0.42
191018008,40.58,32.494,6.079,1.087,0.47,0.173,0.173,0.148
191018009,21.834,17.347,4.3,0.148,0.0,0.0,0.0,0.0
191018014,59.126,52.362,6.524,0.222,0.0,0.0,0.0,0.0
191018015,6.913,3.83,1.754,0.815,0.395,0.124,0.025,0.0
191018021,2.124,0.964,0.815,0.346,0.0,0.0,0.0,0.0
191018022,11.088,7.784,3.089,0.272,0.0,0.0,0.0,0.0
191018023,7.742,6.622,1.087,0.074,0.0,0.0,0.0,0.0
191018024,4.577,4.127,0.47,0.025,0.0,0.0,0.0,0.0
191018030,0.965,0.964,0.0,0.0,0.0,0.0,0.0,0.0
191018031,0.496,0.494,0.0,0.0,0.0,0.0,0.0,0.0
191018032,0.754,0.692,0.025,0.0,0.0,0.0,0.0,0.0
191018033,6.318,5.436,0.84,0.0,0.0,0.0,0.0,0.0
191018037,3.573,1.483,1.112,0.865,0.074,0.0,0.0,0.0
191018041,0.571,0.519,0.0,0.0,0.0,0.0,0.0,0.0
191018042,0.312,0.346,0.0,0.0,0.0,0.0,0.0,0.0
191018048,3.409,1.532,0.272,0.148,0.148,0.124,0.222,0.988
191018049,19.928,16.408,2.941,0.593,0.025,0.0,0.0,0.0
191018050,1.624,1.606,0.0,0.0,0.0,0.0,0.0,0.0
191018051,5.989,4.571,0.964,0.198,0.148,0.0,0.0,0.049
191018053,86.646,25.699,27.972,14.925,7.24,4.621,2.842,3.632
191018054,152.096,79.617,53.152,17.495,1.804,0.0,0.0,0.0
191018060,1.578,1.557,0.0,0.0,0.0,0.0,0.0,0.0
191019001,0.262,0.025,0.049,0.074,0.099,0.0,0.0,0.0
191019002,0.147,0.0,0.025,0.074,0.049,0.0,0.0,0.0
191019003,0.149,0.0,0.0,0.148,0.0,0.0,0.0,0.0
191019004,0.158,0.0,0.025,0.099,0.049,0.0,0.0,0.0
191019005,0.165,0.0,0.049,0.025,0.099,0.0,0.0,0.0
191019006,0.18,0.0,0.074,0.049,0.099,0.0,0.0,0.0
191019014,0.279,0.0,0.148,0.074,0.0,0.0,0.0,0.0
191019015,2.59,2.669,0.0,0.0,0.0,0.0,0.0,0.0
191019018,0.356,0.371,0.0,0.0,0.0,0.0,0.0,0.0
191019019,1.078,1.063,0.0,0.0,0.0,0.0,0.0,0.0
191019022,0.064,0.0,0.025,0.0,0.0,0.0,0.0,0.0
191019027,0.249,0.025,0.099,0.049,0.099,0.0,0.0,0.0
191019029,0.465,0.025,0.173,0.124,0.099,0.074,0.0,0.0
191019030,0.663,0.025,0.099,0.173,0.272,0.025,0.0,0.0
191019031,0.263,0.099,0.148,0.0,0.025,0.0,0.0,0.0
191020009,0.717,0.0,0.074,0.198,0.222,0.148,0.025,0.0
191020010,0.481,0.47,0.0,0.0,0.0,0.0,0.0,0.0
191020016,0.491,0.346,0.099,0.099,0.0,0.0,0.0,0.0
191020019,0.933,0.89,0.025,0.0,0.0,0.0,0.0,0.0
191021003,0.179,0.0,0.049,0.099,0.0,0.0,0.0,0.0
191021007,0.188,0.0,0.074,0.099,0.0,0.0,0.0,0.0
191021008,0.234,0.0,0.148,0.074,0.0,0.0,0.0,0.0
191021009,0.191,0.0,0.148,0.025,0.0,0.0,0.0,0.0
191021010,0.192,0.0,0.099,0.099,0.025,0.0,0.0,0.0
191021011,2.787,1.606,0.741,0.42,0.0,0.0,0.0,0.0
191021026,0.167,0.124,0.025,0.0,0.0,0.0,0.0,0.0
191021027,0.179,0.025,0.148,0.025,0.0,0.0,0.0,0.0
191021029,1.503,1.186,0.297,0.0,0.0,0.0,0.0,0.0
191032033,6.995,6.425,0.519,0.0,0.0,0.0,0.0,0.0
191032093,3.028,3.039,0.0,0.0,0.0,0.0,0.0,0.0
191032111,4.329,4.374,0.0,0.0,0.0,0.0,0.0,0.0
191032120,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191033015,0.236,0.222,0.0,0.0,0.0,0.0,0.0,0.0
191033084,0.245,0.272,0.0,0.0,0.0,0.0,0.0,0.0
191033091,0.157,0.148,0.0,0.0,0.0,0.0,0.0,0.0
191033092,0.153,0.148,0.0,0.0,0.0,0.0,0.0,0.0
191033093,0.148,0.124,0.0,0.0,0.0,0.0,0.0,0.0
191033094,0.143,0.074,0.049,0.0,0.0,0.0,0.0,0.0
191052127,2.026,2.026,0.0,0.0,0.0,0.0,0.0,0.0
191055067,0.082,0.074,0.0,0.0,0.0,0.0,0.0,0.0
191055068,0.127,0.074,0.049,0.0,0.0,0.0,0.0,0.0
191055069,0.09,0.074,0.0,0.025,0.0,0.0,0.0,0.0
191055070,0.123,0.074,0.025,0.025,0.0,0.0,0.0,0.0
191055071,0.103,0.074,0.025,0.0,0.0,0.0,0.0,0.0
191055084,0.11,0.148,0.0,0.0,0.0,0.0,0.0,0.0
191055085,0.105,0.074,0.0,0.0,0.0,0.0,0.0,0.0
191055086,0.105,0.124,0.0,0.0,0.0,0.0,0.0,0.0
191055087,0.117,0.074,0.0,0.0,0.0,0.0,0.0,0.0
191055095,0.116,0.148,0.0,0.0,0.0,0.0,0.0,0.0
191055096,0.125,0.074,0.0,0.0,0.0,0.0,0.0,0.0
191055097,0.105,0.148,0.0,0.0,0.0,0.0,0.0,0.0
191055098,0.176,0.198,0.0,0.0,0.0,0.0,0.0,0.0
191055099,0.124,0.099,0.0,0.0,0.0,0.0,0.0,0.0
191055100,0.119,0.148,0.0,0.0,0.0,0.0,0.0,0.0
191056001,12.447,5.436,5.115,1.804,0.173,0.0,0.0,0.0
191056002,10.915,6.375,4.053,0.445,0.0,0.0,0.0,0.0
191056015,37.611,19.843,9.909,4.398,2.52,0.692,0.247,0.049
191056020,17.296,5.955,5.609,3.41,1.581,0.519,0.124,0.074
191056027,0.51,0.346,0.025,0.099,0.025,0.0,0.0,0.0
191062056,0.177,0.148,0.0,0.0,0.0,0.0,0.0,0.0
191062057,0.16,0.124,0.025,0.0,0.0,0.0,0.0,0.0
191063027,0.121,0.025,0.049,0.0,0.049,0.0,0.0,0.0
191063028,0.119,0.025,0.025,0.0,0.025,0.0,0.0,0.0
191063029,0.152,0.025,0.025,0.025,0.049,0.025,0.0,0.0
191063030,0.115,0.049,0.025,0.0,0.025,0.025,0.0,0.0
191063112,3.282,1.161,1.161,0.445,0.395,0.099,0.0,0.0
191064116,2.069,0.47,0.297,0.791,0.445,0.148,0.0,0.0
191065147,1.796,1.557,0.173,0.0,0.0,0.0,0.0,0.0
191067124,2.256,1.804,0.297,0.148,0.025,0.0,0.049,0.025
191068146,0.948,0.692,0.222,0.0,0.0,0.0,0.0,0.0
191069001,3.912,3.83,0.0,0.0,0.0,0.0,0.0,0.0
191069002,2.335,2.397,0.0,0.0,0.0,0.0,0.0,0.0
191069003,48.389,37.016,5.856,1.656,0.815,0.791,0.692,1.507
191069004,2.728,2.496,0.198,0.049,0.0,0.0,0.0,0.0
191069020,0.52,0.494,0.0,0.0,0.0,0.0,0.0,0.0
191074001,1.666,1.581,0.074,0.0,0.0,0.0,0.0,0.0
191074024,1.463,0.445,0.247,0.173,0.272,0.173,0.124,0.025
191074040,1.796,1.433,0.371,0.0,0.0,0.0,0.0,0.0
191074041,5.232,5.189,0.049,0.0,0.0,0.0,0.0,0.0
191095064,0.228,0.247,0.0,0.0,0.0,0.0,0.0,0.0
191095163,0.218,0.222,0.0,0.0,0.0,0.0,0.0,0.0
191100117,0.259,0.173,0.074,0.0,0.0,0.0,0.0,0.0
