tmk,parcel_acres,a_acres,b_acres,c_acres,d_acres,e_acres,s0_eligible_acres,s3_eligible_acres,dist_46kv_km,dist_138kv_km
194127015,15.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.634
194127025,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625
194127027,0.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.638
194127028,1.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627,0.627
194127029,0.837,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.625,0.625
194130027,0.156,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.51,0.51
194130028,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509,0.509
194115009,1.107,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1.219,1.219
194115016,3.337,0.0,0.0,0.0,0.0,0.417,0.0,0.0,0.793,0.94
194115032,18.625,0.15,0.0,0.0,0.0,3.702,0.0,0.0,0.804,0.948
194115033,2.333,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.939,0.939
194139001,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47
194140015,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.328
194140016,0.211,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.316,0.316
194140017,0.262,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.301,0.301
194140018,0.305,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.294,0.294
194141001,0.266,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.294,0.294
194141002,0.215,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.295,0.295
194141009,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.238
194141010,0.222,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.226,0.226
194141011,0.223,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.215,0.215
194141012,0.209,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.204,0.204
194141013,0.236,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.192,0.192
194141014,0.236,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.181,0.181
194141015,0.225,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.171,0.171
194141016,0.229,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.16,0.16
194141017,0.241,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.148,0.148
194141018,0.236,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.137,0.137
194141019,0.234,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.126,0.126
194141020,0.206,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.116,0.116
194141021,0.233,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.105,0.105
194141022,0.227,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.094,0.094
194141023,0.203,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.084,0.084
194141024,0.205,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.074,0.074
194141025,0.356,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.052,0.052
194141086,0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03
194133133,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
194133134,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.058
194133138,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091
194133142,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.151
194133143,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.168
194133144,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182
194133145,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.194
194133146,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.207
194133152,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28
194133153,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.295
194133173,0.141,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.308,0.308
194133174,0.135,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.325,0.325
194133175,0.131,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.341,0.341
194133176,0.13,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.357,0.357
194134238,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605,0.605
194135001,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623,0.623
194135002,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637,0.637
194135003,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.645
194135004,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652,0.652
194135005,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659,0.659
194135006,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664,0.664
194135007,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.667
194135008,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669,0.669
194135009,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674,0.674
194135010,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679,0.679
194135011,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.683
194135012,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687,0.687
194135013,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692,0.692
194135014,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696,0.696
194172001,480.096,31.273,1.845,0.0,0.0,430.626,1.845,1.845,0.0,0.0
195005001,0.311,0.0,0.044,0.0,0.0,0.0,0.031,0.044,0.752,2.592
194172002,8.939,0.859,0.0,0.0,0.0,5.303,0.0,0.0,0.024,0.024
194172003,49.281,16.548,0.0,0.0,2.709,10.701,0.0,0.0,0.0,0.0
194172004,2.895,0.0,0.0,0.0,0.857,2.038,0.0,0.0,0.0,0.0
195001035,165.384,0.0,0.0,0.0,0.0,2.545,0.0,0.0,1.102,2.032
195005002,0.297,0.0,0.056,0.0,0.0,0.0,0.03,0.056,0.77,2.592
195005003,0.256,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.789,2.592
195006044,0.293,0.0,0.025,0.0,0.0,0.0,0.025,0.025,0.733,2.592
195001058,7.217,0.0,0.0,0.0,0.0,0.056,0.0,0.0,1.219,2.767
195001086,51.197,0.0,48.897,0.0,0.0,0.13,5.12,10.239,0.029,1.736
195001087,94.265,0.0,83.052,0.0,0.0,1.92,9.427,18.853,0.068,2.091
195005004,0.28,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.797,2.593
195006045,0.41,0.0,0.003,0.0,0.0,0.0,0.003,0.003,0.653,2.646
195001075,14.758,0.0,0.822,0.0,0.0,3.949,0.822,0.822,0.0,2.128
195001076,6.87,0.0,0.0,0.0,0.0,4.976,0.0,0.0,1.963,2.889
195005039,0.288,0.0,0.0,0.0,0.0,0.127,0.0,0.0,1.007,2.877
195002001,53.831,0.0,0.0,0.027,0.0,46.094,0.027,0.027,0.418,0.418
195002003,162.91,0.0,148.032,3.766,0.0,8.818,16.291,32.582,0.807,1.03
195002006,10.381,0.0,0.0,0.0,0.0,0.949,0.0,0.0,0.935,1.235
195002021,1.154,0.0,1.035,0.0,0.0,0.0,0.115,0.231,0.175,0.175
195002039,93.403,0.0,0.161,0.0,0.0,89.681,0.161,0.161,0.0,0.0
195005005,0.306,0.0,0.004,0.0,0.0,0.0,0.004,0.004,0.806,2.595
195002056,149.092,0.0,0.102,0.0,0.0,2.311,0.102,0.102,0.0,0.133
195002062,47.342,0.0,6.719,0.0,0.0,32.435,4.734,6.719,0.0,0.0
195005022,0.199,0.0,0.002,0.0,0.0,0.0,0.002,0.002,0.822,2.74
195002057,150.332,0.0,2.393,0.0,0.0,10.37,2.393,2.393,0.0,0.007
195003017,342.179,0.0,332.913,0.326,0.0,8.939,20.0,68.436,0.0,0.0
195003002,7.621,0.0,0.3,0.0,0.0,7.321,0.3,0.3,0.0,0.178
195003004,39.461,0.0,0.019,0.0,0.0,0.008,0.019,0.019,0.111,0.179
195003007,91.153,0.0,65.208,0.0,0.0,25.946,9.115,18.231,0.083,0.083
195003019,136.992,0.511,19.977,0.528,4.974,111.003,13.699,20.505,0.0,0.0
195003008,100.339,1.774,2.404,0.038,21.535,72.696,2.442,2.442,0.202,0.47
195003009,3.415,3.381,0.0,0.0,0.0,0.033,0.0,0.0,0.05,0.05
195003010,128.912,0.0,32.139,0.0,0.0,42.187,12.891,25.782,0.0,0.0
195003011,434.954,104.983,9.627,23.431,26.47,258.957,20.0,33.058,0.0,0.0
195003012,4.995,0.0,4.519,0.0,0.0,0.476,0.499,0.999,0.848,0.848
195003013,9.079,5.154,0.0,0.0,0.95,2.975,0.0,0.0,0.323,0.323
195003014,28.949,11.25,0.0,0.0,0.0,13.627,0.0,0.0,0.15,1.082
195003015,2.21,0.0,2.075,0.0,0.0,0.135,0.221,0.442,0.262,0.262
195003016,1.379,0.0,0.0,1.155,0.0,0.225,0.138,0.276,0.165,0.165
195005006,0.31,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.814,2.609
195005021,0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834,2.697
195005029,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953,2.861
195005037,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974,2.886
195005038,0.365,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.987,2.876
195005040,0.203,0.0,0.0,0.0,0.0,0.111,0.0,0.0,1.037,2.886
195005041,0.156,0.0,0.0,0.0,0.0,0.111,0.0,0.0,1.062,2.893
195005042,0.208,0.0,0.0,0.0,0.0,0.205,0.0,0.0,1.084,2.899
195005044,0.079,0.0,0.059,0.0,0.0,0.0,0.008,0.016,0.753,2.659
195005046,0.315,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.829,2.656
195005047,0.378,0.0,0.089,0.0,0.0,0.0,0.038,0.076,0.797,2.762
195006043,0.291,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.714,2.595
195006049,0.403,0.0,0.073,0.0,0.0,0.0,0.04,0.073,0.574,2.661
195006050,0.325,0.0,0.038,0.0,0.0,0.0,0.032,0.038,0.557,2.656
195006051,0.317,0.0,0.006,0.0,0.0,0.0,0.006,0.006,0.541,2.649
195006061,0.115,0.0,0.114,0.0,0.0,0.0,0.012,0.023,0.541,2.693
195006065,0.381,0.0,0.164,0.0,0.0,0.0,0.038,0.076,0.634,2.676
195006069,0.325,0.0,0.14,0.0,0.0,0.0,0.032,0.065,0.594,2.669
194162061,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31
194162062,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.314
194162063,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.317
194162066,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.322
194162067,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.322
194162068,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.323
194162071,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.326
194162072,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.326
194162073,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.327
194157099,2.55,0.821,0.0,0.0,0.0,0.0,0.0,0.0,1.661,1.661
195007067,0.233,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.406,2.719
195007068,0.245,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.396,2.694
195007069,0.249,0.0,0.002,0.0,0.0,0.0,0.002,0.002,0.384,2.672
195007071,0.278,0.0,0.002,0.0,0.0,0.0,0.002,0.002,0.357,2.632
195007076,0.315,0.0,0.002,0.0,0.0,0.0,0.002,0.002,0.268,2.573
195007126,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,2.567
195012032,1.198,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.841,2.303
195010074,1.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.247
195010093,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,2.472
195010096,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,2.472
195010105,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,2.412
195012001,1.225,0.0,0.389,0.0,0.0,0.0,0.123,0.245,0.598,2.315
195012002,1.019,0.0,0.222,0.0,0.0,0.0,0.102,0.204,0.643,2.343
195012003,1.0,0.0,0.141,0.0,0.0,0.0,0.1,0.141,0.662,2.371
195012004,1.116,0.0,0.195,0.0,0.0,0.0,0.112,0.195,0.67,2.402
195012005,1.037,0.0,0.183,0.0,0.0,0.0,0.104,0.183,0.678,2.427
195012006,0.968,0.0,0.145,0.0,0.0,0.0,0.097,0.145,0.69,2.451
195012007,0.946,0.0,0.226,0.0,0.0,0.0,0.095,0.189,0.707,2.493
195012008,0.97,0.0,0.475,0.0,0.0,0.0,0.097,0.194,0.746,2.525
195012009,1.005,0.0,0.347,0.0,0.0,0.0,0.101,0.201,0.801,2.555
195012010,1.057,0.0,0.371,0.0,0.0,0.0,0.106,0.211,0.83,2.582
195012011,1.033,0.0,0.105,0.0,0.0,0.0,0.103,0.105,0.86,2.597
195012012,1.046,0.0,0.169,0.0,0.0,0.0,0.105,0.169,0.896,2.608
195012013,1.041,0.0,0.029,0.0,0.0,0.0,0.029,0.029,0.927,2.62
195012017,4.584,0.0,0.0,0.0,0.0,0.371,0.0,0.0,1.021,2.685
195012022,6.09,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.834,2.456
195013006,1.126,0.0,0.144,0.0,0.0,0.0,0.113,0.144,0.586,2.155
195012028,5.715,0.0,0.023,0.0,0.0,0.031,0.023,0.023,1.073,2.434
195012029,4.046,0.0,0.005,0.02,0.0,0.0,0.024,0.024,0.882,2.352
195012031,4.076,0.0,0.0,0.0,0.0,0.059,0.0,0.0,1.139,2.658
195013007,1.15,0.0,0.26,0.0,0.0,0.0,0.115,0.23,0.59,2.189
195013008,0.93,0.0,0.202,0.0,0.0,0.0,0.093,0.186,0.596,2.213
195013009,1.019,0.0,0.129,0.0,0.0,0.0,0.102,0.129,0.617,2.224
195013010,1.047,0.0,0.022,0.0,0.0,0.0,0.022,0.022,0.625,2.237
195013011,1.011,0.0,0.03,0.0,0.0,0.0,0.03,0.03,0.613,2.26
195013012,1.433,0.0,0.204,0.0,0.0,0.0,0.143,0.204,0.594,2.286
195013018,1.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,2.114
195013019,1.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783,2.086
195013024,1.292,0.0,0.002,0.0,0.0,0.0,0.002,0.002,0.819,1.857
195013025,15.042,0.0,0.002,0.0,0.0,0.0,0.003,0.003,0.681,1.538
195013028,26.063,0.0,0.028,0.0,0.0,0.0,0.028,0.028,0.459,1.635
195045077,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,2.273
195045085,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.26
195045086,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,2.242
195046007,3.737,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.565,0.681
195046008,0.325,0.0,0.0,0.0,0.0,0.302,0.0,0.0,0.582,0.812
195046009,4.437,0.0,0.749,0.0,0.0,0.0,0.444,0.749,1.131,1.131
195046010,1.003,0.0,0.762,0.0,0.0,0.0,0.1,0.201,0.918,0.918
195046012,13.366,0.0,0.382,0.0,0.0,0.0,0.382,0.382,0.645,0.794
195046015,1.595,0.0,0.021,0.0,0.0,0.0,0.021,0.021,0.879,1.346
195046016,1.158,0.0,1.039,0.0,0.0,0.0,0.116,0.232,1.12,1.285
195046018,3.635,0.0,2.47,0.0,0.0,0.0,0.364,0.727,0.934,0.934
195046019,3.632,0.0,1.68,0.0,0.0,0.0,0.363,0.726,1.073,1.073
195046021,2.015,0.0,0.0,0.0,0.0,0.448,0.0,0.0,0.62,0.821
195046024,2.971,0.0,0.0,0.0,0.0,0.008,0.0,0.0,1.132,1.132
195046025,3.517,0.0,0.0,0.0,0.0,0.934,0.0,0.0,1.087,1.087
195046026,3.245,0.0,0.0,0.0,0.0,0.524,0.0,0.0,0.967,1.042
195046027,3.285,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.84,0.962
195046028,3.778,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.784,0.857
195046037,2.445,0.0,2.175,0.0,0.0,0.0,0.244,0.489,1.074,1.3
195046038,1.052,0.0,0.472,0.0,0.0,0.0,0.105,0.21,1.151,1.151
195046040,7.318,0.0,0.524,0.0,0.0,0.478,0.524,0.524,0.183,0.599
195046043,2.997,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.357,0.778
195046044,2.336,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.352,0.747
195049031,39.116,0.0,0.0,2.561,5.275,23.313,2.561,2.561,0.0,1.43
195049066,5.009,0.0,0.0,0.001,0.0,0.406,0.001,0.001,0.0,1.541
195057117,1.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.065,1.519
195075073,1.701,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.068,0.068
197016010,1.475,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.22,0.22
197016011,2.659,0.0,0.0,0.021,0.024,0.003,0.021,0.021,0.284,0.284
197016012,0.519,0.0,0.0,0.002,0.0,0.0,0.002,0.002,0.289,0.289
197020012,1.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.214
197025002,238.479,0.0,0.0,2.181,0.0,234.417,2.181,2.181,0.0,0.0
197025008,213.72,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0
197026001,1139.974,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0
197025015,118.544,0.0,0.0,0.0,0.0,115.584,0.0,0.0,0.0,0.0
197025024,0.058,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.067,0.067
197026002,1170.144,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.382,0.382
196002003,0.386,0.0,0.0,0.003,0.0,0.0,0.003,0.003,0.154,0.154
195093001,3.078,0.0,0.017,0.0,0.0,0.0,0.017,0.017,0.301,1.724
195093006,3.217,0.0,0.002,0.0,0.0,0.0,0.002,0.002,0.422,1.658
195093013,2.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.864
195093017,2.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,1.993
195093021,5.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.089
196002002,2.023,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.076,0.076
196001001,149.522,0.0,0.0,0.055,0.0,3.028,0.055,0.055,0.42,0.42
196002006,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.195
196002008,1.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.198
196002009,0.842,0.0,0.0,0.0,0.0,0.753,0.0,0.0,0.294,0.294
196002010,0.683,0.0,0.0,0.508,0.062,0.112,0.068,0.137,0.372,0.372
196002011,0.525,0.0,0.0,0.337,0.0,0.188,0.053,0.105,0.407,0.407
196002012,0.239,0.0,0.0,0.013,0.218,0.008,0.013,0.013,0.372,0.372
196002022,2.903,0.0,0.0,0.815,0.133,1.672,0.29,0.581,0.243,0.243
196002028,0.065,0.0,0.0,0.003,0.0,0.062,0.003,0.003,0.397,0.397
196002029,11.284,0.0,0.0,5.508,4.872,0.444,1.128,2.257,0.078,0.078
196002037,1.96,0.0,0.0,1.878,0.0,0.052,0.196,0.392,0.16,0.16
196002041,4.667,0.0,0.0,1.186,1.07,0.204,0.467,0.933,0.015,0.015
196003001,3.501,0.0,0.0,0.818,0.215,2.124,0.35,0.7,0.394,0.394
196003003,0.319,0.0,0.0,0.313,0.0,0.006,0.032,0.064,0.818,0.818
196004001,112.595,0.0,0.0,0.0,0.0,108.559,0.0,0.0,0.301,0.982
196004003,2.417,1.508,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.273
196004005,0.149,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.419,0.419
196004008,75.696,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.793,1.633
196005012,22.605,0.14,4.178,17.243,0.0,1.045,2.261,4.521,0.778,0.778
196004015,20.078,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.86,0.86
196004018,14.695,0.0,0.023,0.0,0.0,0.001,0.023,0.023,1.023,1.023
196004021,72.646,50.918,11.366,0.0,0.0,8.832,7.265,11.366,0.018,0.781
196004029,0.464,0.101,0.0,0.0,0.0,0.363,0.0,0.0,0.095,0.196
196004030,15.612,2.54,1.237,0.0,0.0,11.835,1.237,1.237,0.0,0.0
196005001,768.178,0.0,0.0,20.63,0.0,745.417,20.0,20.63,0.0,0.0
196006001,4469.965,0.0,0.0,0.0,0.194,6.513,0.0,0.0,0.0,0.0
177001001,10052.427,0.0,443.526,996.057,617.128,2278.687,20.0,1439.584,0.0,0.5
196004027,0.081,0.004,0.0,0.0,0.0,0.078,0.0,0.0,0.031,0.031
196004028,0.086,0.0,0.012,0.0,0.0,0.074,0.009,0.012,0.028,0.039
196005011,157.807,2.875,90.689,31.309,0.0,18.576,15.781,31.561,0.089,0.089
195076149,1.312,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0
197047028,0.166,0.0,0.0,0.0,0.0,0.008,0.0,0.0,1.019,1.623
197047029,0.179,0.0,0.0,0.0,0.0,0.008,0.0,0.0,1.013,1.64
197047030,0.176,0.0,0.0,0.0,0.0,0.006,0.0,0.0,1.013,1.655
197047031,0.167,0.0,0.0,0.0,0.0,0.006,0.0,0.0,1.013,1.672
197047032,0.157,0.0,0.0,0.0,0.0,0.005,0.0,0.0,1.014,1.689
197047033,0.167,0.0,0.0,0.0,0.0,0.009,0.0,0.0,1.008,1.708
197047034,0.169,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.002,1.725
197047035,0.177,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.994,1.741
197047036,0.228,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.985,1.762
197047037,0.19,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.99,1.786
197047038,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.803
197048146,0.163,0.0,0.0,0.0,0.0,0.005,0.0,0.0,1.027,1.603
197048147,0.171,0.0,0.0,0.0,0.0,0.005,0.0,0.0,1.029,1.582
197048148,0.171,0.0,0.0,0.0,0.0,0.006,0.0,0.0,1.032,1.562
197048149,0.175,0.0,0.0,0.0,0.0,0.007,0.0,0.0,1.035,1.541
197048150,0.167,0.0,0.0,0.0,0.0,0.008,0.0,0.0,1.038,1.518
197048151,0.201,0.0,0.0,0.0,0.0,0.012,0.0,0.0,1.042,1.496
197048152,0.239,0.0,0.0,0.0,0.0,0.005,0.0,0.0,1.053,1.478
197048158,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.065,1.443
197050074,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986,1.337
197050075,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,1.35
197050076,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009,1.364
197050077,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.023,1.377
197050078,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.038,1.387
197050079,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.057,1.393
197050095,4.513,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.881,1.146
197051038,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931,1.158
197051039,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931,1.143
197051040,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945,1.123
197051052,0.153,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.93,0.93
197051053,0.172,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.915,0.915
197051055,0.179,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.883,0.883
197051056,0.138,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.871,0.871
197052079,0.166,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.735,0.735
197052080,0.165,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.753,0.753
197052081,0.143,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.776,0.776
197052082,0.146,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.798,0.798
197052083,0.14,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.816,0.816
197052084,0.15,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.834,0.834
197052085,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.854,0.854
197072081,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.192
197072086,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22
197072087,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23
197072091,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.263
197072093,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.268
197058097,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.144
197058110,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.023
197058114,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.014
197058115,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.013
197058116,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.013
197058133,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067
197058134,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067
197058135,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07
197056072,0.429,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.468,0.468
197056077,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.417
197056078,0.169,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.385,0.385
197056079,0.194,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.369,0.369
197056082,0.178,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.317,0.317
197056083,0.193,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.299,0.299
197056084,0.174,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.285,0.285
197056087,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.238
197076062,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.215
197076063,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.196
197076069,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.185
197076074,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.165
197076075,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.144
